timestamp_s,encoder_count,accel_x_mss
11.493205,242455,0.02869
11.498251,242543,-0.04819
11.503007,242625,-0.19783
11.512728,242793,-0.21489
11.517266,242871,-0.36768
11.522028,242954,-0.53206
11.526837,243037,-0.60591
11.531694,243121,-0.72101
11.536107,243197,-1.00344
11.541136,243284,-1.11964
11.546322,243374,-1.09206
11.551348,243460,-1.31351
11.556414,243548,-1.46342
11.561794,243641,-1.58081
11.567101,243732,-1.67591
11.572152,243820,-1.8038
11.582339,243995,-1.88381
11.587148,244078,-1.75767
11.592765,244175,-1.73476
11.598057,244267,-1.57073
11.602844,244349,-1.5378
11.608342,244444,-1.24706
11.613288,244529,-0.90541
11.618247,244615,-0.93648
11.623313,244702,-0.56931
11.628067,244784,-0.22545
11.633069,244871,-0.1157
11.637571,244948,0.0467
11.642623,245035,0.46312
11.647977,245128,0.52239
11.652953,245213,0.80593
11.65784,245298,1.01648
11.662112,245371,1.2433
11.66681,245452,1.32653
11.671951,245541,1.4146
11.676943,245627,1.39657
11.68242,245721,1.42952
11.687731,245813,1.31572
11.697688,245985,1.20836
11.70247,246067,1.14551
11.707378,246152,1.02789
11.712616,246242,0.791
11.717559,246327,0.85258
11.722749,246417,0.70937
11.728033,246508,0.52414
11.732342,246582,0.57971
11.736856,246660,0.3551
11.742021,246749,0.41789
11.746624,246828,0.33748
11.756635,247001,0.30368
11.761734,247088,0.23283
11.766926,247178,0.19669
11.771782,247262,-0.01912
11.777027,247352,-0.00401
11.782356,247444,-0.11174
11.787131,247526,-0.21681
11.791723,247605,-0.36911
11.796879,247694,-0.58289
11.801564,247775,-0.73944
11.806644,247863,-0.99576
11.811448,247945,-1.33056
11.81589,248022,-1.52272
11.821218,248114,-1.64924
11.826079,248198,-1.79277
11.831488,248291,-1.68017
11.836484,248377,-1.71594
11.841481,248463,-1.61734
11.846395,248548,-1.29324
11.851567,248637,-1.06715
11.856607,248724,-0.83485
11.861597,248810,-0.3002
11.866342,248892,0.04512
11.87144,248980,0.34163
11.876096,249060,0.75423
11.881328,249151,1.09036
11.886354,249237,1.29316
11.890926,249316,1.45689
11.895564,249396,1.53532
11.900981,249490,1.54183
11.906049,249577,1.4271
11.910781,249659,1.41175
11.915818,249746,1.24664
11.920581,249828,1.07129
11.926146,249924,1.02593
11.931136,250011,0.7484
11.936497,250103,0.61927
11.940648,250175,0.49382
11.945108,250252,0.47306
11.949748,250332,0.49611
11.954589,250416,0.22078
11.959368,250499,0.29681
11.964226,250583,0.35692
11.96936,250671,0.11185
11.97418,250755,-0.01375
11.979642,250849,-0.13179
11.984351,250931,-0.26499
11.989825,251025,-0.70482
11.995039,251116,-1.03515
11.999821,251198,-1.25474
12.004583,251281,-1.47473
12.009526,251366,-1.56843
12.014839,251458,-1.73334
12.019982,251548,-1.67697
12.025101,251636,-1.54115
12.029396,251711,-1.22755
12.034211,251794,-0.87719
12.039219,251881,-0.44688
12.044052,251965,-0.06973
12.049618,252061,0.3063
12.054088,252139,0.82963
12.058951,252223,1.11522
12.0644,252318,1.51689
12.069793,252411,1.46185
12.075103,252503,1.54523
12.079548,252581,1.53851
12.083887,252656,1.28022
12.088667,252739,1.11267
12.092885,252812,0.88475
12.097591,252894,0.70461
12.10173,252966,0.43007
12.107073,253059,0.3975
12.111984,253144,0.37739
12.116909,253230,0.33398
12.122343,253324,0.20468
12.128107,253425,0.20274
12.132675,253504,-0.02826
12.137563,253589,-0.24004
12.141836,253664,-0.49704
12.146975,253753,-0.66356
12.15165,253835,-1.01294
12.156818,253925,-1.37146
12.162506,254024,-1.611
12.168129,254122,-1.71334
12.17346,254215,-1.6825
12.178724,254307,-1.41112
12.184001,254399,-1.06799
12.189089,254487,-0.57944
12.194988,254590,0.04783
12.200276,254683,0.59883
12.205559,254775,1.12293
12.210041,254853,1.32358
12.214732,254935,1.46879
12.219507,255019,1.53908
12.22482,255112,1.38511
12.22972,255198,1.26789
12.234958,255289,0.98261
12.240387,255384,0.79014
12.245498,255474,0.63538
12.250738,255566,0.27283
12.256572,255668,0.20547
12.261656,255757,0.28052
12.266127,255835,0.23197
12.271355,255927,0.09611
12.276001,256009,-0.22528
12.281469,256105,-0.63792
12.286401,256191,-0.86562
12.291265,256277,-1.16605
12.296207,256363,-1.57963
12.301323,256453,-1.69351
12.306172,256539,-1.65839
12.311529,256633,-1.41552
12.316515,256720,-1.17529
12.321308,256805,-0.47282
12.326384,256894,0.12022
12.331894,256991,0.68333
12.336474,257072,1.062
12.34153,257161,1.43645
12.346268,257245,1.52264
12.351053,257329,1.5151
12.35608,257418,1.30445
12.361058,257505,1.01026
12.366561,257603,0.87884
12.372077,257700,0.62374
12.376847,257784,0.4123
12.382186,257879,0.3912
12.38766,257975,0.18754
12.392901,258068,0.1227
12.397705,258153,0.06658
12.402619,258240,-0.28102
12.40761,258329,-0.58789
12.412481,258415,-1.05768
12.417259,258500,-1.40989
12.422908,258600,-1.73311
12.427847,258687,-1.68293
12.432528,258770,-1.38995
12.437216,258854,-1.03547
12.442443,258946,-0.38144
12.447103,259029,0.32807
12.452087,259118,0.87394
12.457384,259212,1.34756
12.46211,259296,1.5682
12.466322,259371,1.54836
12.471478,259463,1.55847
12.476283,259548,1.19123
12.480693,259627,1.04258
12.486136,259724,0.80592
12.491007,259811,0.61005
12.496184,259903,0.40023
12.501536,259999,0.40356
12.506245,260083,0.17794
12.511461,260176,0.05717
12.515964,260256,-0.2058
12.521873,260362,-0.76606
12.527013,260454,-1.22891
12.531751,260539,-1.61255
12.536779,260629,-1.77872
12.541256,260709,-1.6479
12.546627,260805,-1.26435
12.556804,260987,-0.00514
12.561755,261076,0.73573
12.566349,261159,1.14766
12.571342,261248,1.38221
12.576143,261335,1.48073
12.581728,261435,1.33825
12.586521,261521,1.04459
12.59178,261616,0.79627
12.596714,261705,0.39863
12.602257,261804,0.27009
12.606673,261884,0.25108
12.61105,261963,0.22029
12.61569,262046,0.20032
12.620821,262139,-0.38729
12.625507,262224,-0.42981
12.63051,262314,-0.99356
12.635029,262395,-1.45668
12.639611,262478,-1.62051
12.644029,262558,-1.72636
12.649381,262655,-1.46496
12.654536,262748,-0.83334
12.659745,262843,-0.09974
12.664353,262926,0.53141
12.669135,263013,1.08605
12.674361,263107,1.50061
12.680037,263210,1.6995
12.685087,263302,1.38636
12.689303,263379,1.15797
12.694145,263467,0.9126
12.699226,263559,0.6256
12.70454,263656,0.42451
12.709514,263746,0.27224
12.714143,263830,0.34537
12.718747,263914,0.07087
12.723658,264004,-0.34277
12.728507,264092,-0.64639
12.73316,264177,-1.14513
12.738173,264268,-1.48929
12.742892,264354,-1.7342
12.748252,264452,-1.43507
12.753336,264545,-0.93861
12.758455,264639,-0.1215
12.763584,264733,0.60827
12.768657,264826,1.20487
12.774167,264926,1.52472
12.778767,265011,1.50701
12.783545,265098,1.27391
12.788685,265193,1.00598
12.793536,265282,0.72507
12.798686,265376,0.64467
12.803362,265462,0.4965
12.807823,265544,0.33106
12.812726,265634,0.30154
12.818022,265732,-0.015
12.823175,265827,-0.4594
12.827791,265912,-0.96394
12.832587,266000,-1.46772
12.837598,266092,-1.59472
12.842594,266184,-1.48123
12.848108,266286,-1.06983
12.853111,266379,-0.20829
12.857801,266465,0.54879
12.862622,266554,1.1363
12.867454,266644,1.44732
12.872431,266736,1.64997
12.878052,266840,1.36223
12.883258,266936,0.89977
12.888573,267035,0.6953
12.893135,267120,0.46205
12.898236,267214,0.34676
12.90304,267303,0.37805
12.907788,267392,0.12693
12.912571,267480,-0.20996
12.917382,267570,-0.7432
12.922732,267670,-1.2612
12.928129,267770,-1.68747
12.932849,267858,-1.63235
12.938147,267957,-1.15456
12.942594,268040,-0.64978
12.947543,268132,0.06323
12.952904,268232,1.05216
12.957807,268324,1.402
12.962688,268415,1.55216
12.967843,268511,1.29532
12.972728,268603,1.041
12.977675,268695,0.6817
12.988618,268900,0.33711
12.99387,268999,0.2012
12.999136,269098,0.02639
13.004081,269190,-0.40549
13.008838,269280,-0.80988
13.01426,269382,-1.3477
13.01972,269484,-1.62177
13.024677,269578,-1.42898
13.029145,269662,-0.96125
13.03475,269768,-0.13638
13.039887,269864,0.70193
13.044904,269959,1.33571
13.049842,270052,1.547
13.055371,270157,1.41699
13.06005,270245,0.9789
13.06437,270327,0.82748
13.069346,270421,0.39788
13.073804,270505,0.33951
13.078951,270603,0.15299
13.083549,270690,0.0649
13.08898,270793,-0.33264
13.094042,270889,-0.823
13.098856,270980,-1.30038
13.103324,271065,-1.67951
13.108706,271167,-1.66598
13.113075,271250,-1.46889
13.117968,271343,-0.70881
13.123261,271444,0.16582
13.127989,271534,0.94579
13.133099,271632,1.33811
13.137857,271722,1.43391
13.142307,271807,1.27876
13.147293,271902,0.91131
13.152358,271999,0.61946
13.156943,272087,0.53948
13.16199,272183,0.30165
13.16712,272281,0.10037
13.172712,272388,-0.071
13.177478,272480,-0.51654
13.182255,272571,-1.04181
13.187259,272667,-1.6672
13.191996,272758,-1.82804
13.197035,272855,-1.54248
13.201462,272940,-1.09863
13.206387,273034,-0.13889
13.2107,273117,0.67571
13.215811,273216,1.3521
13.220978,273315,1.49416
13.225672,273405,1.35524
13.23033,273495,1.02846
13.235561,273596,0.67466
13.239997,273682,0.45588
13.244523,273769,0.23222
13.249394,273863,0.23495
13.25426,273957,-0.02992
13.259386,274056,-0.40508
13.264237,274150,-0.89159
13.269291,274248,-1.50208
13.274643,274352,-1.87676
13.279287,274442,-1.75419
13.284476,274542,-1.08313
13.290625,274661,-0.26351
13.29597,274765,0.75441
13.301321,274869,1.27468
13.306614,274972,1.40476
13.311791,275073,1.18877
13.316406,275163,0.81109
13.326487,275359,0.18273
13.331133,275450,0.18392
13.336054,275546,0.08932
13.340849,275639,-0.35834
13.345525,275730,-0.7962
13.350851,275835,-1.52589
13.356355,275942,-1.81741
13.360956,276032,-2.04034
13.366479,276140,-1.48498
13.371921,276247,-0.61205
13.377229,276351,0.44189
13.382753,276459,1.13359
13.387747,276557,1.37137
13.392871,276658,1.17917
13.39724,276744,0.81444
13.402228,276842,0.44807
13.407318,276942,0.13212
13.412601,277046,0.05369
13.41744,277141,0.16139
13.42256,277242,-0.24029
13.428024,277350,-0.69771
13.433294,277454,-1.27988
13.438719,277561,-1.79686
13.443966,277664,-1.757
13.449617,277776,-1.33535
13.454753,277877,-0.44134
13.45921,277966,0.42936
13.464589,278072,1.16017
13.469383,278167,1.37633
13.474428,278267,1.25295
13.47847,278347,1.06571
13.483614,278449,0.51482
13.489001,278556,0.29878
13.494027,278656,0.23555
13.498663,278748,0.20324
13.503685,278848,-0.02224
13.509014,278954,-0.58248
13.514065,279054,-1.19362
13.519521,279163,-1.70958
13.525148,279275,-1.83807
13.52987,279369,-1.56893
13.534749,279467,-0.7519
13.539996,279571,0.12664
13.544822,279668,0.95709
13.549773,279767,1.42867
13.554951,279870,1.37636
13.559642,279964,0.94874
13.564896,280069,0.6286
13.570293,280177,0.32074
13.57573,280286,0.11787
13.580945,280391,0.08348
13.585681,280486,-0.22142
13.590854,280590,-0.42658
13.596037,280694,-1.13153
13.601352,280801,-1.58578
13.606785,280910,-1.83218
13.611007,280995,-1.64638
13.61563,281088,-0.92434
13.620914,281194,-0.03338
13.625678,281290,0.8308
13.631053,281399,1.30675
13.637011,281519,1.43377
13.641762,281615,1.15773
13.646692,281714,0.76632
13.652154,281825,0.35853
13.656629,281915,0.31553
13.661341,282011,0.24011
13.666459,282114,-0.06416
13.67037,282193,-0.23053
13.675301,282293,-0.79122
13.680424,282397,-1.21657
13.684659,282483,-1.55749
13.690027,282592,-1.79964
13.695258,282698,-1.40783
13.700632,282807,-0.50369
13.705349,282903,0.32473
13.710505,283008,1.01719
13.715379,283107,1.5028
13.720524,283212,1.35107
13.725094,283305,0.99192
13.729917,283403,0.65853
13.735265,283512,0.40216
13.74066,283622,0.22232
13.745573,283722,0.1408
13.75067,283826,-0.10932
13.755437,283924,-0.42547
13.760496,284027,-1.08051
13.76522,284124,-1.56468
13.770606,284234,-1.83176
13.7757,284338,-1.68617
13.780757,284442,-1.04129
13.785572,284540,-0.28975
13.790544,284642,0.59655
13.795718,284748,1.08803
13.805244,284944,1.25055
13.810011,285042,0.90625
13.814559,285135,0.6191
13.81968,285241,0.26795
13.824174,285333,0.1696
13.829331,285439,0.06865
13.834553,285547,-0.2068
13.839213,285643,-0.51995
13.844192,285745,-1.06192
13.849347,285852,-1.57803
13.854435,285956,-1.91643
13.859527,286062,-1.68214
13.864669,286168,-1.27003
13.870059,286279,-0.19359
13.875054,286382,0.70368
13.880243,286490,1.30361
13.884462,286577,1.50545
13.889087,286673,1.35127
13.894391,286782,1.11389
13.899364,286886,0.59687
13.904095,286984,0.38648
13.909382,287093,0.12728
13.913993,287189,0.14732
13.918771,287288,-0.02612
13.924032,287397,-0.22079
13.928188,287484,-0.76946
13.933021,287584,-1.28877
13.938007,287688,-1.63074
13.942691,287785,-1.61055
13.947466,287885,-1.36923
13.952774,287995,-0.68978
13.957887,288102,0.28957
13.96225,288192,0.92328
13.967677,288306,1.41195
13.972428,288405,1.54464
13.977779,288516,1.14134
13.982618,288617,0.97995
13.987195,288713,0.63119
13.99254,288825,0.57924
13.997568,288930,0.33636
14.001946,289021,0.40599
14.007263,289133,-0.01598
14.012086,289234,-0.37059
14.01697,289336,-0.82485
14.021782,289437,-1.3566
14.027103,289548,-1.71384
14.032563,289663,-1.65376
14.037118,289758,-1.16682
14.042226,289865,-0.35685
14.047567,289977,0.52379
14.052764,290087,1.14132
14.057489,290186,1.42695
14.062439,290290,1.47241
14.067587,290398,1.11349
14.072643,290505,0.83635
14.077284,290602,0.59843
14.082354,290709,0.41056
14.087776,290823,0.267
14.092557,290924,0.15384
14.097924,291037,-0.06452
14.103419,291153,-0.55757
14.108674,291264,-1.07362
14.114084,291378,-1.52289
14.119342,291489,-1.63547
14.124528,291599,-1.56651
14.129736,291709,-0.93351
14.134693,291814,-0.02241
14.139813,291922,0.71013
14.144737,292026,1.34397
14.149691,292131,1.52238
14.1546,292235,1.47115
14.159157,292332,1.28681
14.164326,292441,0.87095
14.16933,292547,0.52376
14.174441,292656,0.34708
14.179447,292762,0.27409
14.184558,292870,0.1913
14.189604,292977,-0.03328
14.194496,293081,-0.43402
14.19962,293190,-0.95159
14.204519,293294,-1.36212
14.20871,293383,-1.66183
14.213434,293484,-1.72723
14.218662,293595,-1.2724
14.223797,293704,-0.71316
14.228831,293812,0.17341
14.233136,293903,0.65984
14.238432,294016,1.37136
14.243408,294122,1.5243
14.248378,294228,1.46933
14.252755,294322,1.23482
14.257569,294424,0.96073
14.262459,294529,0.68728
14.267807,294643,0.46262
14.272519,294744,0.3152
14.277728,294855,0.22754
14.281949,294945,0.26567
14.28694,295052,-0.16318
14.291564,295151,-0.42816
14.296153,295249,-1.01602
14.300779,295348,-1.43102
14.305685,295453,-1.61731
14.311031,295567,-1.77331
14.316294,295680,-1.33067
14.321283,295787,-0.81614
14.32636,295896,-0.00803
14.331671,296010,0.73278
14.336968,296123,1.16013
14.342139,296234,1.44232
14.347295,296345,1.44858
14.352043,296447,1.23076
14.357075,296555,0.98691
14.362305,296667,0.60775
14.367811,296786,0.44532
14.372349,296883,0.32027
14.377551,296995,0.26834
14.382637,297104,0.03048
14.387788,297215,-0.12945
14.392976,297327,-0.43905
14.39815,297438,-1.05215
14.403289,297549,-1.56651
14.407632,297642,-1.70406
14.412958,297757,-1.71489
14.418584,297878,-1.35081
14.423841,297992,-0.84239
14.428924,298101,-0.14071
14.434076,298213,0.64155
14.438847,298315,1.05909
14.443829,298423,1.43386
14.449204,298539,1.555
14.454374,298651,1.32109
14.459421,298760,1.05603
14.464762,298875,0.78691
14.469406,298975,0.51661
14.474725,299090,0.3495
14.48,299204,0.37723
14.484921,299311,0.18994
14.489482,299410,0.01048
14.494442,299517,-0.11293
14.499162,299619,-0.4091
14.50392,299722,-0.77556
14.5083,299817,-1.19902
14.51365,299933,-1.53242
14.519199,300053,-1.76308
14.524022,300158,-1.66951
14.528936,300264,-1.22326
14.533982,300373,-0.84063
14.538742,300477,-0.27204
14.543821,300587,0.43551
14.549019,300700,1.01191
14.554105,300810,1.35881
14.559286,300922,1.50056
14.56421,301029,1.40223
14.568802,301129,1.30954
14.574053,301243,0.94799
14.578881,301348,0.6894
14.584202,301463,0.49234
14.588608,301559,0.3951
14.593532,301666,0.22345
14.598616,301777,0.26858
14.603769,301889,0.11924
14.609124,302005,-0.01676
14.614398,302120,-0.40051
14.619444,302230,-0.76484
14.624301,302335,-1.01161
14.628914,302436,-1.46392
14.633873,302544,-1.62043
14.638687,302649,-1.77112
14.643384,302751,-1.55505
14.648179,302855,-1.33716
14.653724,302976,-0.82625
14.658597,303082,-0.2547
14.663739,303194,0.38739
14.668824,303305,0.94831
14.673918,303416,1.27629
14.678551,303517,1.48619
14.68385,303633,1.42793
14.689144,303748,1.36925
14.694306,303861,1.00463
14.699237,303968,0.84859
14.703987,304072,0.58936
14.708702,304175,0.49445
14.713597,304281,0.40993
14.718701,304393,0.32458
14.723648,304501,0.18931
14.728545,304608,0.25551
14.733537,304717,0.04082
14.738481,304825,-0.15076
14.743903,304943,-0.53766
14.748562,305045,-0.85493
14.753957,305163,-1.14573
14.758924,305271,-1.53868
14.763732,305376,-1.73269
14.76842,305479,-1.81836
14.773473,305589,-1.76721
14.778331,305695,-1.37477
14.783374,305806,-1.12521
14.788316,305914,-0.67992
14.793014,306017,-0.18477
14.797523,306115,0.27267
14.803058,306236,0.89153
14.807714,306338,1.04934
14.812976,306453,1.36452
14.818258,306569,1.4711
14.823439,306682,1.44732
14.828407,306791,1.28624
14.834142,306916,1.15596
14.838982,307022,0.9065
14.843972,307131,0.80723
14.849356,307249,0.62521
14.854161,307354,0.39408
14.859281,307467,0.30971
14.864982,307591,0.37855
14.870448,307711,0.21085
14.875215,307815,0.29475
14.880347,307928,-0.02924
14.885007,308030,-0.11673
14.890373,308147,-0.33108
14.896327,308278,-0.85545
14.901455,308390,-1.0539
14.90699,308511,-1.44994
14.912435,308631,-1.661
14.917974,308752,-1.77345
14.922848,308859,-1.67191
14.92782,308968,-1.47717
14.93301,309081,-1.31821
14.938675,309206,-0.94146
14.943963,309321,-0.61675
14.948692,309425,-0.06155
14.953276,309525,0.28191
14.957733,309623,0.63108
14.962318,309724,0.90435
14.967937,309847,1.25084
14.972955,309957,1.46261
14.977789,310063,1.50871
14.982314,310162,1.47263
14.98771,310280,1.36639
14.992834,310392,1.26954
14.997821,310502,1.23407
15.002664,310608,0.90657
15.007651,310717,0.82587
15.012702,310828,0.67324
15.017275,310928,0.57597
15.021982,311031,0.50764
15.027137,311144,0.33065
15.032725,311267,0.3809
15.037793,311378,0.27343
15.043134,311495,0.28756
15.048289,311608,0.13171
15.05314,311714,0.17779
15.058414,311830,0.03787
15.062889,311928,-0.17249
15.067855,312036,-0.28989
15.072309,312134,-0.42722
15.076931,312235,-0.77089
15.08235,312354,-0.93437
15.087307,312463,-1.25101
15.09254,312577,-1.35376
15.09782,312693,-1.49893
15.102662,312799,-1.66962
15.107829,312912,-1.87538
15.112841,313022,-1.82711
15.117777,313130,-1.73931
15.122864,313242,-1.57394
15.128171,313358,-1.30435
15.132674,313456,-1.08585
15.137923,313571,-0.83075
15.1425,313672,-0.50965
15.147169,313774,-0.15723
15.151646,313872,0.02382
15.156815,313985,0.55311
15.161841,314095,0.70796
15.166773,314203,0.85681
15.171982,314317,1.2988
15.177166,314431,1.30432
15.182315,314543,1.42905
15.187697,314661,1.51869
15.19329,314783,1.53934
15.19828,314893,1.56444
15.202907,314994,1.43631
15.207891,315103,1.43976
15.21306,315216,1.29533
15.218358,315332,1.04862
15.223227,315438,1.16063
15.228008,315543,0.93857
15.232417,315639,0.8743
15.237086,315741,0.83881
15.24197,315848,0.74326
15.247135,315961,0.53719
15.252026,316068,0.49454
15.256731,316171,0.44745
15.261776,316281,0.44715
15.266716,316389,0.44769
15.271103,316485,0.38294
15.275803,316587,0.40766
15.280363,316687,0.37343
15.286129,316813,0.2702
15.290446,316907,0.24226
15.295109,317009,0.24784
15.299764,317110,0.24151
15.305464,317235,0.22625
15.310422,317343,0.13066
15.315052,317444,0.09245
15.320126,317555,-0.11267
15.325435,317671,-0.21401
15.330534,317782,-0.26894
15.335457,317889,-0.39932
15.340504,317999,-0.63768
15.345405,318106,-0.75862
15.350694,318221,-0.84275
15.355361,318323,-0.97509
15.360305,318431,-1.08702
15.365491,318544,-1.10733
15.374817,318747,-1.29438
15.378756,318833,-1.35277
15.384009,318947,-1.44574
15.388752,319050,-1.62325
15.394171,319168,-1.61675
15.399067,319275,-1.6459
15.408989,319490,-1.57692
15.414015,319600,-1.67742
15.419083,319710,-1.67682
15.423943,319816,-1.49788
15.428982,319925,-1.39574
15.433831,320030,-1.46529
15.438645,320135,-1.34644
15.443503,320241,-1.17694
15.448099,320340,-1.21565
15.45239,320433,-1.04154
15.462656,320656,-0.79787
15.467548,320762,-0.8238
15.47199,320859,-0.59731
15.476775,320963,-0.554
15.481671,321069,-0.40592
15.48683,321181,-0.19702
15.491143,321274,-0.18553
15.495862,321376,-0.14355
15.500907,321486,0.02571
15.5053,321581,0.16645
15.510149,321686,0.09574
15.515146,321794,0.3419
15.520027,321900,0.58982
15.525882,322026,0.53365
15.530984,322137,0.57993
15.535717,322239,0.75832
15.541147,322357,0.80918
15.54659,322474,0.85716
15.551948,322590,0.95939
15.557971,322720,0.9248
15.562658,322821,1.17966
15.567859,322934,1.07284
15.572537,323035,1.12634
15.578069,323154,1.28217
15.583004,323261,1.08149
15.587781,323364,1.18007
15.592707,323470,1.23321
15.597281,323569,1.386
15.602758,323687,1.35132
15.608028,323800,1.442
15.612757,323902,1.46597
15.6173,324000,1.45041
15.621801,324097,1.34209
15.626875,324206,1.39
15.631734,324311,1.54199
15.636842,324420,1.37141
15.641745,324526,1.55928
15.646981,324638,1.58038
15.651657,324739,1.49984
15.656261,324838,1.63
15.661539,324951,1.53075
15.666331,325054,1.47307
15.671129,325157,1.50559
15.67659,325274,1.51289
15.6815,325380,1.63381
15.686085,325478,1.54416
15.691263,325589,1.52882
15.696318,325697,1.554
15.701604,325811,1.53583
15.706733,325921,1.66548
15.71182,326029,1.47001
15.717006,326141,1.48052
15.721603,326239,1.51782
15.726996,326354,1.54257
15.732535,326473,1.46438
15.737863,326587,1.45567
15.742659,326689,1.3268
15.747636,326795,1.36295
15.752819,326906,1.49668
15.757928,327015,1.44215
15.763484,327134,1.46129
15.768391,327238,1.42658
15.773335,327344,1.48463
15.778133,327446,1.38342
15.783513,327561,1.39042
15.788159,327660,1.39535
15.793379,327771,1.38261
15.798303,327876,1.32708
15.803371,327984,1.31378
15.808512,328093,1.25028
15.813618,328202,1.13738
15.818889,328314,1.25699
15.82451,328433,1.27927
15.829122,328531,1.0263
15.833533,328625,0.93942
15.838369,328727,1.16867
15.843377,328834,0.96121
15.847857,328929,0.99526
15.852384,329025,0.81493
15.858013,329144,0.92152
15.863121,329252,0.66905
15.868103,329358,0.69254
15.873173,329465,0.54002
15.878156,329570,0.52419
15.883282,329679,0.49061
15.888307,329785,0.45372
15.893351,329892,0.27939
15.898106,329992,0.0191
15.903315,330102,0.04567
15.908353,330209,0.00916
15.912744,330301,-0.1054
15.917646,330405,-0.21292
15.922894,330515,-0.30169
15.928088,330625,-0.39693
15.932585,330720,-0.4856
15.937766,330829,-0.6337
15.94291,330937,-0.72371
15.94795,331043,-0.88656
15.952813,331145,-1.03688
15.957502,331244,-1.10698
15.962453,331348,-1.17253
15.967559,331455,-1.26372
15.97217,331552,-1.34456
15.977474,331664,-1.35058
15.982496,331769,-1.60251
15.986854,331860,-1.5046
15.991803,331964,-1.71216
15.996295,332058,-1.67733
16.000907,332155,-1.70018
16.005888,332259,-1.74212
16.010849,332363,-1.57796
16.016264,332476,-1.68038
16.02097,332575,-1.71031
16.025421,332668,-1.582
16.030796,332780,-1.61557
16.036442,332898,-1.53345
16.041297,332999,-1.59102
16.04696,333118,-1.38371
16.052012,333223,-1.25131
16.056673,333320,-1.11598
16.061741,333426,-1.03142
16.066916,333534,-0.99568
16.071834,333636,-0.91047
16.077467,333753,-0.69341
16.082543,333859,-0.67122
16.087204,333956,-0.60486
16.092169,334059,-0.47269
16.097121,334162,-0.28761
16.102165,334266,-0.14877
16.107029,334367,-0.26998
16.111749,334465,-0.08981
16.117147,334577,0.07655
16.122384,334686,-0.01197
16.127532,334792,0.13121
16.132582,334897,0.22533
16.137211,334993,0.21908
16.142305,335098,0.1614
16.147889,335214,0.25599
16.152728,335314,0.34773
16.157689,335416,0.28401
16.162631,335518,0.43656
16.167391,335616,0.4252
16.172299,335718,0.49721
16.177323,335821,0.40956
16.182095,335919,0.4534
16.187267,336026,0.54322
16.192715,336138,0.46183
16.197633,336239,0.64624
16.207849,336449,0.76914
16.212729,336550,0.98615
16.217092,336639,0.86257
16.221554,336731,0.91915
16.226551,336833,1.22091
16.231201,336929,1.20123
16.236382,337035,1.33982
16.241543,337141,1.46774
16.246421,337241,1.48445
16.251298,337340,1.4988
16.256167,337440,1.47364
16.260853,337536,1.60734
16.265298,337627,1.60738
16.270843,337740,1.5328
16.2758,337841,1.4331
16.280673,337940,1.31341
16.28573,338044,1.17769
16.290595,338143,1.04898
16.295541,338244,0.83996
16.300495,338344,0.4505
16.305601,338448,0.36986
16.315054,338641,-0.1473
16.320435,338750,-0.46001
16.325654,338856,-0.65234
16.330986,338964,-0.92697
16.336587,339078,-1.19686
16.341254,339173,-1.37408
16.346103,339271,-1.50001
16.351107,339372,-1.62141
16.35568,339465,-1.81745
16.360536,339563,-1.76161
16.366115,339676,-1.77766
16.370807,339771,-1.69751
16.380111,339959,-1.48465
16.38481,340054,-1.44648
16.390023,340159,-1.37479
16.395664,340272,-0.98619
16.400515,340370,-0.9532
16.405551,340472,-0.60825
16.415495,340672,-0.33108
16.419845,340759,-0.14247
16.424584,340855,-0.02716
16.429547,340954,0.11379
16.435298,341070,0.1195
16.440334,341171,0.14466
16.445917,341283,0.26758
16.450725,341379,0.21632
16.455378,341472,0.32967
16.461039,341586,0.29321
16.466533,341696,0.44639
16.471447,341794,0.39846
16.476843,341902,0.33966
16.481802,342001,0.55555
16.487036,342105,0.72708
16.492048,342205,0.62844
16.496553,342295,0.81237
16.501197,342388,1.02124
16.506552,342494,1.0225
16.511418,342591,1.11588
16.515922,342681,1.35379
16.520192,342766,1.36769
16.525513,342872,1.3283
16.529319,342947,1.40857
16.534668,343054,1.58345
16.539487,343149,1.55326
16.54404,343239,1.39987
16.549328,343344,1.18899
16.554734,343451,1.1092
16.560059,343557,0.94541
16.565383,343662,0.59013
16.570473,343763,0.18046
16.576051,343873,0.04672
16.580757,343966,-0.35539
16.586143,344073,-0.63705
16.596168,344270,-1.19379
16.600706,344360,-1.43312
16.605821,344461,-1.50129
16.610377,344550,-1.6672
16.615851,344658,-1.79236
16.621132,344762,-1.83921
16.626257,344863,-1.58064
16.631486,344965,-1.45836
16.636457,345063,-1.47052
16.641472,345161,-1.08183
16.646447,345259,-1.0622
16.651094,345350,-0.83941
16.656586,345458,-0.61622
16.6615,345554,-0.24483
16.665976,345642,-0.26425
16.670836,345737,-0.15013
16.676029,345838,0.0807
16.680907,345933,0.17407
16.685995,346033,0.3016
16.691261,346136,0.28053
16.696356,346235,0.32918
16.701967,346344,0.33662
16.707642,346455,0.4889
16.712821,346556,0.5899
16.717807,346653,0.59193
16.722679,346747,0.68646
16.728435,346859,0.67595
16.733751,346963,0.85401
16.738938,347063,0.97042
16.743734,347156,1.14123
16.748652,347252,1.17593
16.753673,347349,1.46599
16.758163,347436,1.57818
16.763313,347536,1.50081
16.768572,347637,1.48142
16.774091,347744,1.63239
